Code,Description
2586, Dyeing or Cleaning & Route Supervisors Drivers. National
2587, Toilet or Towel Supply Co. & Route Supervisors Drivers. National
2587, Toilet or Towel Supply Co. and Route Supervisors & Drivers Texas
2587, Towel or Toilet Supply Co. & Route Supervisors Drivers. National
2587, Towel or Toilet Supply Co. and Route Supervisors & Drivers Texas
2587, Uniform Rental Company and Route Supervisors & Drivers Texas
2589, Dry Cleaning and Laundry Store—Retail & Route Supervisors Drivers. National
2589, Dry Cleaning and/or Laundry Store—Retail & Route Supervisors Drivers Hawaii
2589, Laundry and Dry Cleaning Store Retail & Route Supervisors Drivers National
2589, Laundry and/or Dry Cleaning Store—Retail & Route Supervisors Drivers Hawaii
2592, Carpet Rug or Upholstery Cleaning—Shop or Outside & Drivers Alaska
2592, Carpet Rug or Upholstery Cleaning—Shop or Outside & Drivers Oregon
2592, Diaper Service & Route Supervisors Drivers Alaska
2592, Laundry Dry Cleaning or Dyeing NOC & Route Supervisors Drivers Alaska
2592, Laundry Dry Cleaning Dyeing or Towel Service Company & Route Supervisors Drivers Oregon
2600, Fur Processing—Preparing Skins National
2623, Leather Mfg.—Including Tanning Leather Embossing and Wool Pulling National
2651, Shoe Findings Mfg. National
2651, Shoe Stock Mfg. National
2660, Boot or Shoe Mfg. NOC National
2660, Shoe or Boot Mfg. NOC National
2670, Glove Mfg.—Leather or Textile. National
2683, Bag Mfg.—Cloth or Leather Texas
2683, Bag Mfg.—Luggage Texas
2683, Fur Mfg.—From Tanned Hides Texas
2683, Handbags Purses Tote Bags Mfg. Texas
2683, Luggage Mfg. National
2683, Luggage Mfg.—Cloth or Leather Texas
2683, Purses Handbags Tote Bags Mfg. Texas
2683, Tote Bags Handbags Purses Mfg. Texas
2688, Boot or Shoe Mfg. NOC Texas
2688, Gun Case Mfg.—Leather or Canvas Texas
2688, Hide or Leather Dealer Texas
2688, Leather Belting Mfg. National
2688, Leather Goods Mfg. NOC National
2688, Leather Mfg.—Patent or Enamel Texas
2688, Leather or Hide Dealer Texas
2688, Pocketbook Mfg. National
2688, Pocketbook Mfg. Texas
2688, Sheep or Goat Skin Processing Texas
2688, Shoe or Boot Mfg. NOC Texas
2688, Store—Hide or Leather Dealer Texas
2688, Store—Leather or Hide Dealer Texas
2688, Tanning of Animal Hides Texas
2688, Wool Pulling Texas
2697, Forest Patrollers & Drivers Oregon
2697, Logging—Firewatch Employees & Drivers Oregon
2697, Outdoor Guides & Drivers Oregon
2701, Logging or Tree Removal—Log Hauling & Drivers National
2702, Brush or Timber Cutting and Removal & Drivers Texas
2702, Clearing of Right-of-Way—Electric Power Telephone Burglar or Fire Alarm Lines—Tree Removal—New Right-of-Way & Drivers Alaska
2702, Clearing of Right-of-Way—Electric Power Telephone Burglar or Fire Alarm Lines—Tree Removal—New Right-of-Way & Drivers Florida
2702, Clearing of Right-of-Way—Electric Power Telephone Burglar or Fire Alarm Lines—Tree Removal—New Right-of-Way & Drivers Idaho
2702, Clearing of Right-of-Way—Electric Power Telephone Burglar or Fire Alarm Lines—Tree Removal—New Right-of-Way & Drivers Montana
2702, Dam or Lock Construction—Timber Cutting and Removal & Drivers National
2702, Dam or Lock Construction—Timber or Brush Cutting and Removal & Drivers Louisiana
2702, Logging or Lumbering Arizona
2702, Logging or Lumbering & Drivers Alaska
2702, Logging or Lumbering & Drivers Florida
2702, Logging or Lumbering & Drivers Montana
2702, Logging or Lumbering & Drivers South Carolina
2702, Logging or Lumbering & Drivers Texas
2702, Logging or Tree Removal NOC & Drivers Idaho
2702, Logging or Tree Removal—All Other Employees Maine
2702, Logging or Tree Removal—Nonmechanized Equipment Operators South Dakota
2702, Logging or Tree Removal—Nonmechanized Operations National
2702, Logging or Tree Removal—Nonmechanized Operations Arkansas
2702, Logging or Tree Removal—Nonmechanized Operations Kentucky
2702, Logging or Tree Removal—Nonmechanized Operations New Hampshire
2702, Logging or Tree Removal—Nonmechanized Operations NOC Louisiana
2702, Logging or Tree Removal—Nonmechanized Operations NOC Mississippi
2702, Reforestation—Pre-Commercial Tree Thinning & Drivers Oregon
2702, Stump Removal Operations—By Specialist Contractors & Drivers Texas
2702, Tree Removal for New Right-of-Way—Electric Power Telephone Burglar or Fire Alarm Lines National
2703, Logging Equipment Maintenance and Repair Alaska
2703, Logging or Tree Removal—Logging Equipment Maintenance and Repair South Dakota
2703, Logging—Equipment Maintenance & Repair Montana
2705, Logging or Lumbering—Pulpwood Only & Drivers Texas
2705, Logging or Tree Removal—Pulpwood Only Georgia
2705, Logging or Tree Removal—Pulpwood Only Tennessee
2705, Logging or Tree Removal—Shortwood Pulpwood Only Louisiana
2705, Logging or Tree Removal—Shortwood Pulpwood Only Mississippi
2709, Logging or Tree Removal—Mechanized Equipment Operators National
2710, Log Debarking or Pole Peeling & Drivers Texas
2710, Saw Mill—All Employees & Drivers Texas
2710, Sawmill & Drivers Mississippi
2710, Sawmill. National
2710, Shingle Mfg.—Wood National
2714, Plywood Manufacturing—Veneer Manufacturing Oregon
2714, Veneer Mfg. National
2719, Logging or Lumbering—Mechanized Felling Machines Includes the Use of Chain Saws for Delimbing & Bucking & Drivers Texas
2719, Logging or Tree Removal—Certified Mechanized Harvesting Exclusively Arkansas
2719, Logging or Tree Removal—Mechanized Harvesting Exclusively Kentucky
2719, Logging or Tree Removal—Mechanized Harvesting Exclusively Louisiana
2719, Logging or Tree Removal—Mechanized Harvesting Exclusively Mississippi
2721, Logging or Lumbering—Certified Loggers Utah
2721, Logging or Tree Removal New Mexico
2721, Logging or Tree Removal—Certified Conventional Loggers & Supervisors Maine
2721, Logging or Tree Removal—Certified Loggers New Hampshire
2722, Logging or Tree Removal—Certified Mechanical Loggers Maine
2722, Logging or Tree Removal—Certified Mechanical Loggers New Hampshire
2722, Logging or Tree Removal—Certified Mechanical Loggers New Mexico
2725, Logging or Lumbering; Mechanized Equipment Operations & Drivers Alaska
2727, Log Hauling Nevada
2727, Log Hauling & Drivers Montana
2731, Carpet Tack Strip Mfg. Texas
2731, Excelsior Mfg. Texas
2731, Planing or Molding Mill Texas
2731, Planing or Molding Mill. National
2731, Plywood Mfg. Texas
2735, Barrel Stock Mfg.—Wood. National
2735, Cooperage Stock Mfg. National
2735, Furniture Stock Mfg. National
2735, Furniture Stock Mfg. Alaska
2735, Last Block Mfg. National
2735, Pencil Stock Mfg.—Wood National
2741, Cooperage Stock Mfg. Kentucky
2747, Barrel Assembly Missouri
2747, Cooperage Assembly Kentucky
2747, Cooperage Assembly Missouri
2759, Box Mfg.—Box Shook or Pallet—Wooden National
2759, Pallet Box or Box Shook Mfg.—Wooden National
2790, Last or Shoe Form Mfg. National
2790, Pattern Making NOC Texas
2790, Patternmaking NOC. National
2790, Shoe Form or Last Mfg. National
2790, Wood Carving—By Hand or Machine National
2791, Pipe Mfg.—Wooden Tobacco Maryland
2791, Pipe Mfg.—Wooden Tobacco Missouri
2791, Pipe Mfg.—Wooden Tobacco Oklahoma
2791, Pipe Mfg.—Wooden Tobacco Vermont
2797, Manufactured Modular or Prefabricated Building Including Mobile Homes—Shop Work—All Operations & Drivers Alaska
2797, Manufactured Modular or Prefabricated Building Manufacturing—Shop Work—All Operations & Drivers Oregon
2797, Manufactured Modular or Prefabricated Home Manufacturing—Shop Work—All Operations & Drivers National
2799, Manufactured Modular or Prefabricated Building Setup Hookup or Installation at Building Site Oregon
2799, Manufactured Modular or Prefabricated Home Setup Hookup or Installation at Building Site National
2802, Barrel Assembly & Drivers Texas
2802, Barrel Stock Mfg. & Drivers Texas
2802, Building Mfg.—Portable—Wood—Shop & Drivers Texas
2802, Carpentry—Shop Only & Drivers National
2802, Carpentry—Shop Only & Drivers Florida
2802, Carpentry—Shop Only & Drivers Texas
2802, Cooling Tower Mfg.—Wood & Drivers Texas
2802, Cooperage Assembly & Drivers Texas
2802, Cooperage Stock Mfg. & Drivers Texas
2802, Crating Service—For Export Shipping & Drivers Texas
2802, Fence Mfg.—Picket Type & Drivers Texas
2802, Ladder or Stair Mfg.—Shop Wood & Drivers Texas
2802, Last Block Mfg. & Drivers Texas
2802, Modular Building Mfg.—Wood & Drivers Texas
2802, Modular Home Mfg.—Wood—Shop & Drivers Texas
2802, Pallet Mfg.—Wood & Drivers Texas
2802, Panel Mfg.—Wall Sections—Shop & Drivers Texas
2802, Prefabricated Building Mfg.—Wood—Shop Operations & Drivers Texas
2802, Trusses Fabricating—Wood—Shop & Drivers Texas
2804, Casket or Coffin Mfg. or Assembly—Wood Alabama
2804, Casket or Coffin Mfg. or Assembly—Wood Mississippi
2804, Casket or Coffin Mfg. or Assembly—Wood Oklahoma
2804, Coffin or Casket Mfg. or Assembly—Wood Alabama
2804, Coffin or Casket Mfg. or Assembly—Wood Mississippi
2804, Coffin or Casket Mfg. or Assembly—Wood Oklahoma
2835, Broom Brush or Mop Mfg. NOC Texas
2835, Brush or Broom Assembly National
2835, Brush Broom or Mop Mfg. NOC Texas
2835, Mop Brush or Broom Mfg. Texas
2836, Brush or Broom Mfg. NOC National
2836, Brush or Broom Mfg. or Assembly NOC Oregon
2841, Brush or Broom Handle Mfg. National
2841, Cork Products Mfg. NOC National
2841, Pipe Mfg.—Wooden Tobacco National
2841, Shade Roller Mfg.—Wood. National
2841, Shuttle Mfg. National
2841, Toy Mfg.—Wood National
2841, Window—Shade Roller Mfg. National
2841, Wood Turned Products Mfg. NOC National
2841, Woodenware Mfg. NOC National
2881, Barrel Assembly—Wood. National
2881, Billiard Table Mfg. & Drivers Texas
2881, Box Mfg.—Cigar—Wood & Drivers Texas
2881, Box or Box Shook Mfg. & Drivers Texas
2881, Box Spring Frame Mfg. & Drivers Texas
2881, Box Spring or Mattress Mfg. & Drivers Texas
2881, Broom Brush or Mop Handle Mfg. & Drivers Texas
2881, Brush Broom or Mop Handle Mfg. & Drivers Texas
2881, Cabinet or Tabletop Mfg. & Drivers Texas
2881, Cabinet Works NOC & Drivers Texas
2881, Casket or Coffin Mfg. or Assembly—Wood & Drivers Texas
2881, Casket or Coffin Mfg. or Assembly—Wood. National
2881, Chair Mfg.—Rattan & Drivers Texas
2881, Coffin and Casket Mfg. or Assembly—Wood National
2881, Coffin or Casket Mfg. or Assembly—Wood & Drivers Texas
2881, Cooperage Assembly National
2881, Door or Window Mfg.—Wood & Drivers Texas
2881, Door Sash or Assembled Millwork Mfg.—Wood & Drivers Texas
2881, Formica Cabinet and Countertop Mfg. & Drivers Texas
2881, Furniture Manufacturing and Cabinet Shop—Assembly by Hand—Wood National
2881, Furniture Mfg. or Assembly—Wood & Drivers Texas
2881, Furniture Refinishing & Drivers Texas
2881, Furniture Stock Mfg. & Drivers Texas
2881, Kitchen Cabinet Mfg.—Wood & Drivers Texas
2881, Lath Mfg.—Wood & Drivers Texas
2881, Mattress or Box Spring Mfg. & Drivers Texas
2881, Mop Brush or Broom Handle Mfg. & Drivers Texas
2881, Pencil Stock Mfg.—Wood & Drivers Texas
2881, Piano Case Mfg. & Drivers Texas
2881, Picture Frame Assembling—No Manufacturing or Parts National
2881, Rattan Furniture Mfg. & Drivers Texas
2881, Sash Door or Assembled Millwork Mfg.—Wood & Drivers Texas
2881, Shade Roller Mfg.—Wood & Drivers Texas
2881, Shutter Mfg.—-Wood & Drivers Texas
2881, Shuttle Mfg. & Drivers Texas
2881, Stake Mfg.—Wooden & Drivers Texas
2881, Store Furniture or Fixture Mfg.—Wood & Drivers Texas
2881, Toy Mfg.—Wood & Drivers Texas
2881, Trunk Mfg. & Drivers Texas
2881, Veneer Mfg. & Drivers Texas
2881, Veneer Products Mfg. & Drivers Texas
2881, Venetian Blind Assembly. National
2881, Venetian Blind Mfg. or Assembly—Wood & Drivers Texas
2881, Window or Door Mfg.—Wood & Drivers Texas
2881, Wood Turned Products Mfg. NOC & Drivers Texas
2881, Woodenware Mfg. NOC & Drivers Texas
2883, Furniture Manufacturing and Cabinet Shop—Wood—NOC National
2913, Rattan Willow or Twisted Fiber Products Mfg. National
2913, Willow Rattan or Twisted Fiber Products Mfg. National
2913, Willowware Mfg. National
2915, Plywood Manufacturing Oregon
2915, Plywood Mfg. National
2915, Veneer Products Mfg. National
2916, Veneer Products Mfg. National
2923, Musical Instrument Mfg. Texas
2923, Musical Instrument Mfg.—Wood NOC National
2923, Organ Building & Installation National
2923, Piano—Mfg. National
2942, Crayon Pencil or Penholder Mfg. National
2942, Pencil Penholder or Crayon Mfg. National
2942, Penholder Crayon or Pencil Mfg. National
2960, Pole Post or Tie Yard & Drivers. National
2960, Tie Post or Pole Yard & Drivers. National
2960, Wood Preserving & Drivers National
3004, Iron or Steel Mfg.—All Types & Drivers Texas
3004, Iron or Steel—Manufacturing—Steelmaking & Drivers. National
3004, Rolling Mill—Iron or Steel & Drivers Texas
3018, Iron or Steel—Manufacturing—Rolling Mill & Drivers. National
3022, Copper Tubing Drawing & Drivers Texas
3022, Pipe or Tube Mfg. NOC & Drivers National
3027, Lead Works & Drivers. National
3027, Pipe or Tube Mfg.—Lead & Drivers National
3027, Rolling Mill NOC & Drivers National
3028, Pipe or Tube Mfg.—Iron or Steel & Drivers National
3028, Pipe or Tube Mfg.—Iron Steel or Cast Iron & Drivers Texas
3028, Upsetting Tubing & Drivers Texas
3030, Iron or Steel—Fabrication—Ironworks or Steelworks—Shop—Structural & Drivers. National
3040, Building Mfg.—Portable—Metal—Shop & Drivers Texas
3040, Bumper and Trailer Hitch Mfg. & Drivers Texas
3040, Burglar Guards or Bars Mfg. & Drivers Texas
3040, Cage Mfg.—Animal & Drivers Texas
3040, Cattle Chute Mfg.—Metal & Drivers Texas
3040, Cattle Feeder Mfg.—Metal & Drivers Texas
3040, Concrete Form or Pan Mfg.—Steel—Includes Repair—Larger Than 14 Gauge & Drivers Texas
3040, Decking—Steel—Fabrication Shop & Drivers Texas
3040, Iron or Steel—Fabrication—Iron or Steelworks—Shop & Drivers Texas
3040, Iron or Steel—Fabrication—Ironworks—Shop—Ornamental & Drivers. National
3040, Jail or Prison Cell Mfg. & Drivers Texas
3040, Rebar Fabrication—Shop & Drivers Texas
3040, Refuse Container Mfg.—Dumpsters & Drivers Texas
3040, Stairway or Fire Escape Mfg. & Drivers Texas
3040, Tank Mfg.—Metal—Fuel Tanks for Vehicles & Drivers Texas
3040, Tool Box Mfg.—Gang Type and Truck Type & Drivers Texas
3041, Iron or Steel—Fabrication—Iron Works—Shop—Decorative or Artistic and Foundries Drivers Texas
3041, Iron or Steel—Fabrication—Ironworks—Shop—Decorative or Artistic & Foundries Drivers. National
3041, Sculpture Fabrication—Metal & Drivers Texas
3042, Elevator or Escalator Mfg. National
3042, Escalator or Elevator Mfg. National
3064, Sign Manufacturing Idaho
3064, Sign Manufacturing—Metal National
3064, Sign Manufacturing—Metal Hawaii
3064, Sign Manufacturing—Neon National
3064, Sign Manufacturing—Neon Hawaii
3064, Sign Manufacturing—Silk Screen Printing—Metal National
3064, Sign Manufacturing—Silk Screen Printing—Metal Hawaii
3064, Sign Manufacturing—With No Installation Outside of Buildings Montana
3064, Sign Mfg.—Metal Texas
3064, Sign Mfg.—Porcelain—Out of Aluminum Texas
3064, Signs—Manufacturing Oregon
3066, Aircraft Subassemblies Mfg. Texas
3066, Aluminum Awning Mfg. Texas
3066, Aluminum Door Window and Frame Mfg. Texas
3066, Awning Mfg.—Metal Texas
3066, Barbecue Grill Mfg. Texas
3066, Barrel or Drum Reconditioning—Metal Texas
3066, Bathroom Door Frame Mfg.—Metal Texas
3066, Bedstead Mfg. or Assembly—Metal Texas
3066, Blackboard or Chalkboard Mfg. Texas
3066, Cabinet Shelving & Bin Mfg.—Metal Texas
